id,audio_path,transcript,sentence_chosen,sentence_rejected,chosen,rejected,dpo_weight
96130018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9613/096130018.WAV,I WALKED INTO THE ROOM MY HAND ON HER SHOULDER,Average,Good,I/Excellent WALKED/Bad INTO/Excellent THE/Excellent ROOM/Excellent MY/Excellent HAND/Excellent ON/Worst HER/Bad SHOULDER/Bad,I/Good WALKED/Good INTO/Good THE/Good ROOM/Good MY/Good HAND/Good ON/Bad HER/Good SHOULDER/Average,1.5
96130019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9613/096130019.WAV,HE TURNED AROUND TO FACE HER,Bad,Good,HE/Excellent TURNED/Bad AROUND/Average TO/Excellent FACE/Bad HER/Excellent,HE/Good TURNED/Average AROUND/Good TO/Good FACE/Good HER/Good,2.0
96130020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9613/096130020.WAV,THE FIRST THING IS TO GET HIM AWAY,Average,Bad,THE/Excellent FIRST/Excellent THING/Bad IS/Excellent TO/Excellent GET/Excellent HIM/Excellent AWAY/Bad,THE/Good FIRST/Good THING/Average IS/Good TO/Good GET/Good HIM/Good AWAY/Good,1.5
96130021,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9613/096130021.WAV,I LOOK UP AT THE HOUSE,Average,Good,I/Excellent LOOK/Excellent UP/Excellent AT/Excellent THE/Excellent HOUSE/Good,I/Good LOOK/Good UP/Good AT/Good THE/Good HOUSE/Average,1.5
96140002,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140002.WAV,I NEVER THOUGHT YOU WOULD BE ONE FOR THE SUBURBS,Bad,Average,I/Excellent NEVER/Excellent THOUGHT/Bad YOU/Average WOULD/Bad BE/Excellent ONE/Excellent FOR/Excellent THE/Excellent SUBURBS/Average,I/Good NEVER/Good THOUGHT/Good YOU/Bad WOULD/Average BE/Good ONE/Good FOR/Good THE/Good SUBURBS/Good,1.5
96140003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140003.WAV,AND THERE WAS A STRANGE LOOK IN HER EYES,Average,Bad,AND/Excellent THERE/Excellent WAS/Bad A/Excellent STRANGE/Bad LOOK/Excellent IN/Excellent HER/Excellent EYES/Good,AND/Good THERE/Good WAS/Average A/Good STRANGE/Average LOOK/Good IN/Good HER/Good EYES/Excellent,1.5
96140004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140004.WAV,THE STUDENT THEN TURNED HIS HEAD AND LOOKED AT ME,Average,Good,THE/Excellent STUDENT/Excellent THEN/Excellent TURNED/Bad HIS/Excellent HEAD/Excellent AND/Excellent LOOKED/Excellent AT/Excellent ME/Excellent,THE/Good STUDENT/Good THEN/Good TURNED/Average HIS/Good HEAD/Good AND/Good LOOKED/Good AT/Good ME/Good,1.5
96140005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140005.WAV,BUT THAT IS WHY WE ARE HERE,Good,Excellent,BUT/Excellent THAT/Excellent IS/Excellent WHY/Excellent WE/Excellent ARE/Excellent HERE/Excellent,BUT/Good THAT/Good IS/Good WHY/Good WE/Good ARE/Good HERE/Good,1.5
96140006,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140006.WAV,SHE HAD ENOUGH OF THIS,Average,Good,SHE/Excellent HAD/Excellent ENOUGH/Bad OF/Excellent THIS/Excellent,SHE/Good HAD/Good ENOUGH/Average OF/Good THIS/Good,1.5
96140007,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140007.WAV,IT WAS SOME TIME BEFORE HE COULD SEE ANYTHING,Good,Average,IT/Excellent WAS/Bad SOME/Excellent TIME/Excellent BEFORE/Excellent HE/Excellent COULD/Excellent SEE/Excellent ANYTHING/Average,IT/Good WAS/Good SOME/Good TIME/Good BEFORE/Good HE/Good COULD/Good SEE/Good ANYTHING/Good,1.5
96140008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140008.WAV,THERE WAS NO WAY THEY SAW HIM,Bad,Good,THERE/Excellent WAS/Bad NO/Excellent WAY/Excellent THEY/Bad SAW/Bad HIM/Excellent,THERE/Good WAS/Good NO/Good WAY/Good THEY/Good SAW/Average HIM/Good,2.0
96140009,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140009.WAV,NO I DO NOT OWN THEM,Good,Excellent,NO/Excellent I/Excellent DO/Excellent NOT/Excellent OWN/Good THEM/Excellent,NO/Good I/Good DO/Good NOT/Good OWN/Excellent THEM/Good,1.5
96140010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140010.WAV,THEY WERE UP TO SOMETHING,Average,Good,THEY/Excellent WERE/Average UP/Excellent TO/Excellent SOMETHING/Excellent,THEY/Good WERE/Good UP/Good TO/Good SOMETHING/Good,1.5
96140011,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140011.WAV,YOU COULD ALWAYS TELL WHAT WAS ON MY MIND,Bad,Good,YOU/Excellent COULD/Excellent ALWAYS/Excellent TELL/Bad WHAT/Bad WAS/Bad ON/Excellent MY/Excellent MIND/Excellent,YOU/Good COULD/Good ALWAYS/Good TELL/Good WHAT/Average WAS/Good ON/Good MY/Good MIND/Good,2.0
96140012,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140012.WAV,I ASKED AS SHE CLOSED THE DOOR,Bad,Average,I/Excellent ASKED/Bad AS/Excellent SHE/Good CLOSED/Average THE/Excellent DOOR/Excellent,I/Good ASKED/Good AS/Good SHE/Average CLOSED/Good THE/Good DOOR/Good,1.5
96140014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140014.WAV,HE WILL COME BACK IN A LITTLE WHILE,Good,Excellent,HE/Excellent WILL/Bad COME/Excellent BACK/Excellent IN/Excellent A/Excellent LITTLE/Excellent WHILE/Excellent,HE/Good WILL/Good COME/Good BACK/Good IN/Good A/Good LITTLE/Good WHILE/Good,1.5
96140015,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140015.WAV,HE WALKED AROUND TO THE OTHER SIDE OF HER BED,Average,Bad,HE/Excellent WALKED/Bad AROUND/Excellent TO/Excellent THE/Excellent OTHER/Excellent SIDE/Excellent OF/Excellent HER/Excellent BED/Excellent,HE/Good WALKED/Average AROUND/Good TO/Good THE/Good OTHER/Good SIDE/Good OF/Good HER/Good BED/Good,1.5
96140016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140016.WAV,THAT WAS THE FIRST THING ABOUT HER THAT ATTRACTED ME,Bad,Average,THAT/Excellent WAS/Bad THE/Excellent FIRST/Excellent THING/Excellent ABOUT/Excellent HER/Bad THAT/Excellent ATTRACTED/Bad ME/Excellent,THAT/Good WAS/Good THE/Good FIRST/Good THING/Good ABOUT/Good HER/Average THAT/Good ATTRACTED/Average ME/Good,1.5
96140017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140017.WAV,I MUST HAVE AN END PUT TO ALL THIS,Average,Bad,I/Excellent MUST/Excellent HAVE/Excellent AN/Excellent END/Excellent PUT/Excellent TO/Excellent ALL/Bad THIS/Excellent,I/Good MUST/Good HAVE/Good AN/Good END/Good PUT/Good TO/Good ALL/Average THIS/Good,1.5
96140018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140018.WAV,IF NOT HOW SHOULD THEY KNOW HE WAS DEAD,Bad,Average,IF/Excellent NOT/Excellent HOW/Excellent SHOULD/Bad THEY/Excellent KNOW/Bad HE/Excellent WAS/Bad DEAD/Excellent,IF/Good NOT/Good HOW/Good SHOULD/Good THEY/Good KNOW/Average HE/Good WAS/Good DEAD/Good,1.5
96140019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140019.WAV,WHAT ELSE WOULD I WANT TO HAVE,Average,Good,WHAT/Excellent ELSE/Excellent WOULD/Bad I/Excellent WANT/Excellent TO/Excellent HAVE/Excellent,WHAT/Good ELSE/Good WOULD/Good I/Good WANT/Good TO/Good HAVE/Good,1.5
96140020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140020.WAV,HE LOOKED OVER HIS HAND AND SMILED,Average,Bad,HE/Excellent LOOKED/Excellent OVER/Excellent HIS/Excellent HAND/Excellent AND/Excellent SMILED/Average,HE/Good LOOKED/Good OVER/Good HIS/Good HAND/Good AND/Good SMILED/Good,1.5
96140021,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140021.WAV,I AM THE ONE WHO MADE YOU,Average,Good,I/Excellent AM/Excellent THE/Excellent ONE/Excellent WHO/Excellent MADE/Excellent YOU/Excellent,I/Good AM/Good THE/Good ONE/Good WHO/Good MADE/Good YOU/Good,1.5
96140022,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9614/096140022.WAV,I WOULD LOVE FOR US TO STAY THERE ONCE AGAIN,Good,Average,I/Excellent WOULD/Bad LOVE/Excellent FOR/Excellent US/Excellent TO/Excellent STAY/Excellent THERE/Excellent ONCE/Excellent AGAIN/Excellent,I/Good WOULD/Good LOVE/Good FOR/Good US/Good TO/Good STAY/Good THERE/Good ONCE/Good AGAIN/Good,1.5
96150003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150003.WAV,I ASKED WITH A SMILE ON MY FACE,Average,Good,I/Excellent ASKED/Excellent WITH/Excellent A/Excellent SMILE/Excellent ON/Excellent MY/Excellent FACE/Excellent,I/Good ASKED/Good WITH/Good A/Good SMILE/Good ON/Good MY/Good FACE/Good,1.5
96150005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150005.WAV,BUT SHE HAD LEFT THAT LIFE BEHIND NOW TOO,Average,Bad,BUT/Excellent SHE/Excellent HAD/Excellent LEFT/Excellent THAT/Excellent LIFE/Bad BEHIND/Excellent NOW/Excellent TOO/Excellent,BUT/Good SHE/Good HAD/Good LEFT/Good THAT/Good LIFE/Average BEHIND/Good NOW/Good TOO/Good,1.5
96150006,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150006.WAV,THERE WAS NO WAY SOMETHING LIKE THIS COULD BE REALITY,Average,Good,THERE/Excellent WAS/Excellent NO/Excellent WAY/Excellent SOMETHING/Excellent LIKE/Excellent THIS/Excellent COULD/Excellent BE/Excellent REALITY/Bad,THERE/Good WAS/Good NO/Good WAY/Good SOMETHING/Good LIKE/Good THIS/Good COULD/Good BE/Good REALITY/Average,1.5
96150007,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150007.WAV,SHE HAD MADE UP HER MIND IN ALL GOOD FAITH,Average,Bad,SHE/Excellent HAD/Excellent MADE/Excellent UP/Excellent HER/Excellent MIND/Average IN/Excellent ALL/Bad GOOD/Excellent FAITH/Bad,SHE/Good HAD/Good MADE/Good UP/Good HER/Good MIND/Good IN/Good ALL/Good GOOD/Good FAITH/Good,1.5
96150009,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150009.WAV,THEY WERE GOING TO SEND HER BACK IN TIME,Average,Bad,THEY/Excellent WERE/Excellent GOING/Excellent TO/Excellent SEND/Excellent HER/Excellent BACK/Excellent IN/Excellent TIME/Excellent,THEY/Good WERE/Good GOING/Good TO/Good SEND/Good HER/Good BACK/Good IN/Good TIME/Good,1.5
96150010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150010.WAV,THE WOMAN TURNED HER HEAD TO LOOK OUT THE WINDOW,Average,Good,THE/Excellent WOMAN/Excellent TURNED/Excellent HER/Excellent HEAD/Excellent TO/Excellent LOOK/Excellent OUT/Good THE/Excellent WINDOW/Excellent,THE/Good WOMAN/Good TURNED/Good HER/Good HEAD/Good TO/Good LOOK/Good OUT/Excellent THE/Good WINDOW/Good,1.5
96150011,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150011.WAV,THIS GIRL SHE WAS EVERYTHING I NEVER WAS,Average,Good,THIS/Excellent GIRL/Excellent SHE/Excellent WAS/Excellent EVERYTHING/Excellent I/Excellent NEVER/Excellent WAS/Excellent,THIS/Good GIRL/Good SHE/Good WAS/Good EVERYTHING/Good I/Good NEVER/Good WAS/Good,1.5
96150012,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150012.WAV,THERE WAS ONCE AGAIN SILENCE SO I LET IT BE,Bad,Average,THERE/Excellent WAS/Excellent ONCE/Excellent AGAIN/Excellent SILENCE/Average SO/Excellent I/Excellent LET/Bad IT/Excellent BE/Excellent,THERE/Good WAS/Good ONCE/Good AGAIN/Good SILENCE/Good SO/Good I/Good LET/Good IT/Good BE/Good,1.5
96150013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150013.WAV,I HAVE TO GO SAY HI TO SOME MORE PEOPLE,Good,Excellent,I/Excellent HAVE/Excellent TO/Excellent GO/Excellent SAY/Excellent HI/Excellent TO/Excellent SOME/Excellent MORE/Excellent PEOPLE/Excellent,I/Good HAVE/Good TO/Good GO/Good SAY/Good HI/Good TO/Good SOME/Good MORE/Good PEOPLE/Good,1.5
96150016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150016.WAV,HE THEN LOOKED DOWN AT HIS HANDS,Average,Good,HE/Excellent THEN/Excellent LOOKED/Good DOWN/Excellent AT/Excellent HIS/Excellent HANDS/Good,HE/Good THEN/Good LOOKED/Excellent DOWN/Good AT/Good HIS/Good HANDS/Average,1.5
96150017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150017.WAV,I HAD VERY LITTLE OF MY OWN,Average,Good,I/Excellent HAD/Excellent VERY/Average LITTLE/Excellent OF/Excellent MY/Excellent OWN/Excellent,I/Good HAD/Good VERY/Good LITTLE/Good OF/Good MY/Good OWN/Good,1.5
96150018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150018.WAV,HE ONE THE OTHER HAND WAS DIFFERENT,Average,Bad,HE/Excellent ONE/Excellent THE/Excellent OTHER/Excellent HAND/Excellent WAS/Excellent DIFFERENT/Average,HE/Good ONE/Good THE/Good OTHER/Good HAND/Good WAS/Good DIFFERENT/Bad,1.5
96150019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150019.WAV,I HAVE NO PLACE IN YOUR HEART,Average,Bad,I/Excellent HAVE/Excellent NO/Excellent PLACE/Average IN/Excellent YOUR/Excellent HEART/Excellent,I/Good HAVE/Good NO/Good PLACE/Good IN/Good YOUR/Good HEART/Good,1.5
96150020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150020.WAV,IT WAS AN AFFAIR THAT BUT OF A MOMENT,Average,Good,IT/Excellent WAS/Excellent AN/Excellent AFFAIR/Bad THAT/Excellent BUT/Excellent OF/Excellent A/Excellent MOMENT/Average,IT/Good WAS/Good AN/Good AFFAIR/Good THAT/Good BUT/Good OF/Good A/Good MOMENT/Good,1.5
96150021,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150021.WAV,I LOOKED INTO HER EYES AND FOUND THE TRUTH,Average,Bad,I/Excellent LOOKED/Good INTO/Excellent HER/Excellent EYES/Excellent AND/Excellent FOUND/Excellent THE/Excellent TRUTH/Bad,I/Good LOOKED/Excellent INTO/Good HER/Good EYES/Good AND/Good FOUND/Good THE/Good TRUTH/Average,1.5
96150024,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150024.WAV,IT WAS THE LITERATURE OF LOVE NOT OF THE LOVE,Average,Good,IT/Excellent WAS/Excellent THE/Excellent LITERATURE/Bad OF/Excellent LOVE/Excellent NOT/Excellent OF/Excellent THE/Excellent LOVE/Excellent,IT/Good WAS/Good THE/Good LITERATURE/Good OF/Good LOVE/Good NOT/Good OF/Good THE/Good LOVE/Good,1.5
96150025,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150025.WAV,I WAS VERY NERVOUS FOR A LONG TIME AFTER THIS,Average,Good,I/Excellent WAS/Excellent VERY/Average NERVOUS/Average FOR/Excellent A/Excellent LONG/Excellent TIME/Excellent AFTER/Excellent THIS/Excellent,I/Good WAS/Good VERY/Good NERVOUS/Good FOR/Good A/Good LONG/Good TIME/Good AFTER/Good THIS/Good,1.5
96150026,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150026.WAV,I ACTUALLY OPENED MY EYES AND SAW WHERE I WAS,Bad,Good,I/Excellent ACTUALLY/Excellent OPENED/Excellent MY/Excellent EYES/Excellent AND/Excellent SAW/Bad WHERE/Bad I/Excellent WAS/Excellent,I/Good ACTUALLY/Good OPENED/Good MY/Good EYES/Good AND/Good SAW/Good WHERE/Good I/Good WAS/Good,2.0
96150027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150027.WAV,HE WAS EVER THE SAME TO ME,Average,Good,HE/Excellent WAS/Excellent EVER/Excellent THE/Excellent SAME/Bad TO/Excellent ME/Excellent,HE/Good WAS/Good EVER/Good THE/Good SAME/Average TO/Good ME/Good,1.5
96150028,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9615/096150028.WAV,SHE MUST BE COMING FOR ME AGAIN,Average,Good,SHE/Bad MUST/Excellent BE/Excellent COMING/Excellent FOR/Excellent ME/Excellent AGAIN/Excellent,SHE/Average MUST/Good BE/Good COMING/Good FOR/Good ME/Good AGAIN/Good,1.5
96160001,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160001.WAV,HE LOOKED UP AND SAW A MAN,Bad,Average,HE/Bad LOOKED/Excellent UP/Excellent AND/Excellent SAW/Bad A/Excellent MAN/Excellent,HE/Good LOOKED/Good UP/Good AND/Good SAW/Average A/Good MAN/Good,1.5
96160002,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160002.WAV,ALL OF YOU WILL BE THERE,Good,Average,ALL/Excellent OF/Excellent YOU/Excellent WILL/Excellent BE/Excellent THERE/Bad,ALL/Good OF/Good YOU/Good WILL/Good BE/Good THERE/Good,1.5
96160003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160003.WAV,SHE COULD JUST SEE IT,Good,Average,SHE/Excellent COULD/Bad JUST/Excellent SEE/Excellent IT/Excellent,SHE/Good COULD/Good JUST/Good SEE/Good IT/Good,1.5
96160004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160004.WAV,BUT NO WAY TO FIND WHAT THEY NEED,Average,Bad,BUT/Excellent NO/Excellent WAY/Bad TO/Excellent FIND/Bad WHAT/Excellent THEY/Excellent NEED/Excellent,BUT/Good NO/Good WAY/Average TO/Good FIND/Good WHAT/Good THEY/Good NEED/Good,1.5
96160005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160005.WAV,THE FIRST ONE WAS HIS EYES,Average,Good,THE/Excellent FIRST/Bad ONE/Excellent WAS/Excellent HIS/Bad EYES/Bad,THE/Good FIRST/Good ONE/Good WAS/Good HIS/Average EYES/Average,1.5
96160006,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160006.WAV,THERE WERE OTHER PEOPLE IN THE CARRIAGE WITH THEM,Bad,Average,THERE/Bad WERE/Bad OTHER/Bad PEOPLE/Bad IN/Excellent THE/Excellent CARRIAGE/Bad WITH/Bad THEM/Excellent,THERE/Good WERE/Average OTHER/Good PEOPLE/Average IN/Good THE/Good CARRIAGE/Good WITH/Average THEM/Good,1.5
96160007,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160007.WAV,YOU CAN GO BACK TO THE STORY NOW,Good,Average,YOU/Excellent CAN/Excellent GO/Excellent BACK/Excellent TO/Excellent THE/Excellent STORY/Bad NOW/Excellent,YOU/Good CAN/Good GO/Good BACK/Good TO/Good THE/Good STORY/Good NOW/Good,1.5
96160008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160008.WAV,I DROPPED MY HAND AND PUT IT ON MY SIDE,Average,Good,I/Excellent DROPPED/Bad MY/Excellent HAND/Excellent AND/Excellent PUT/Excellent IT/Excellent ON/Bad MY/Excellent SIDE/Bad,I/Good DROPPED/Good MY/Good HAND/Good AND/Good PUT/Good IT/Good ON/Good MY/Good SIDE/Good,1.5
96160009,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160009.WAV,AND TO THINK I COULD GET AWAY FROM WORK,Good,Average,AND/Excellent TO/Excellent THINK/Excellent I/Excellent COULD/Bad GET/Excellent AWAY/Excellent FROM/Excellent WORK/Bad,AND/Good TO/Good THINK/Good I/Good COULD/Average GET/Good AWAY/Good FROM/Good WORK/Good,1.5
96160010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160010.WAV,THEY OPENED THE DOOR AND WALKED IN,Bad,Good,THEY/Excellent OPENED/Average THE/Excellent DOOR/Bad AND/Excellent WALKED/Bad IN/Excellent,THEY/Good OPENED/Good THE/Good DOOR/Average AND/Good WALKED/Average IN/Good,2.0
96160011,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160011.WAV,IT'S A GOOD THING NO ONE WAS AROUND THE PLACE,Average,Good,IT'S/Bad A/Excellent GOOD/Excellent THING/Excellent NO/Excellent ONE/Excellent WAS/Excellent AROUND/Bad THE/Excellent PLACE/Average,IT'S/Average A/Good GOOD/Good THING/Good NO/Good ONE/Good WAS/Good AROUND/Average THE/Good PLACE/Bad,1.5
96160012,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160012.WAV,IF YOU ARE GOING TO COME IN THEN COME IN,Average,Good,IF/Excellent YOU/Excellent ARE/Excellent GOING/Excellent TO/Excellent COME/Excellent IN/Excellent THEN/Excellent COME/Excellent IN/Excellent,IF/Good YOU/Good ARE/Good GOING/Good TO/Good COME/Good IN/Good THEN/Good COME/Good IN/Good,1.5
96160013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160013.WAV,I WANT TO FEEL YOU MORE AND MORE,Average,Bad,I/Excellent WANT/Excellent TO/Excellent FEEL/Excellent YOU/Excellent MORE/Bad AND/Excellent MORE/Bad,I/Good WANT/Good TO/Good FEEL/Good YOU/Good MORE/Average AND/Good MORE/Average,1.5
96160014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160014.WAV,NOW I COULD NEVER DO ANY OF THAT AGAIN,Average,Good,NOW/Excellent I/Excellent COULD/Bad NEVER/Excellent DO/Excellent ANY/Excellent OF/Excellent THAT/Bad AGAIN/Excellent,NOW/Good I/Good COULD/Average NEVER/Good DO/Good ANY/Good OF/Good THAT/Good AGAIN/Good,1.5
96160015,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160015.WAV,I WOULD LIKE TO LIVE A LONG LIFE,Average,Good,I/Excellent WOULD/Excellent LIKE/Excellent TO/Excellent LIVE/Excellent A/Excellent LONG/Excellent LIFE/Bad,I/Good WOULD/Good LIKE/Good TO/Good LIVE/Good A/Good LONG/Good LIFE/Good,1.5
96160016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160016.WAV,I SHOULD HAVE THOUGHT IT THROUGH,Bad,Good,I/Excellent SHOULD/Bad HAVE/Excellent THOUGHT/Bad IT/Bad THROUGH/Bad,I/Good SHOULD/Good HAVE/Good THOUGHT/Good IT/Average THROUGH/Average,2.0
96160017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160017.WAV,IT SEEMED THAT WAS WHERE IT WAS COMING FROM,Average,Bad,IT/Excellent SEEMED/Bad THAT/Excellent WAS/Excellent WHERE/Excellent IT/Excellent WAS/Excellent COMING/Excellent FROM/Excellent,IT/Good SEEMED/Average THAT/Good WAS/Good WHERE/Good IT/Good WAS/Good COMING/Good FROM/Good,1.5
96160018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160018.WAV,HE WOULD NOT LET THE CONVENTION END LIKE THIS,Average,Good,HE/Excellent WOULD/Average NOT/Excellent LET/Excellent THE/Excellent CONVENTION/Bad END/Excellent LIKE/Excellent THIS/Excellent,HE/Good WOULD/Good NOT/Good LET/Good THE/Good CONVENTION/Good END/Good LIKE/Good THIS/Good,1.5
96160019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160019.WAV,BUT EVEN THIS WAS AS NOTHING,Bad,Average,BUT/Excellent EVEN/Bad THIS/Excellent WAS/Excellent AS/Excellent NOTHING/Bad,BUT/Good EVEN/Average THIS/Good WAS/Good AS/Good NOTHING/Average,1.5
96160020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9616/096160020.WAV,HE STARTED TO ASK IF I WAS ALL RIGHT,Average,Bad,HE/Excellent STARTED/Bad TO/Excellent ASK/Excellent IF/Excellent I/Excellent WAS/Excellent ALL/Bad RIGHT/Bad,HE/Good STARTED/Average TO/Good ASK/Good IF/Good I/Good WAS/Good ALL/Average RIGHT/Average,1.5
96190001,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9619/096190001.WAV,HE WANTED TO DO THIS RIGHT,Average,Good,HE/Excellent WANTED/Average TO/Excellent DO/Excellent THIS/Excellent RIGHT/Excellent,HE/Good WANTED/Good TO/Good DO/Good THIS/Good RIGHT/Good,1.5
96190002,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9619/096190002.WAV,BUT THERE WAS NO ONE,Good,Average,BUT/Excellent THERE/Excellent WAS/Excellent NO/Excellent ONE/Excellent,BUT/Good THERE/Good WAS/Good NO/Good ONE/Good,1.5
96190003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9619/096190003.WAV,AND YOU OF ALL PEOPLE SHOULD KNOW,Average,Bad,AND/Excellent YOU/Excellent OF/Excellent ALL/Excellent PEOPLE/Excellent SHOULD/Bad KNOW/Good,AND/Good YOU/Good OF/Good ALL/Good PEOPLE/Good SHOULD/Good KNOW/Excellent,1.5
96190004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER9619/096190004.WAV,HOW COULD HE JUST FIND ME LIKE THAT,Average,Good,HOW/Excellent COULD/Excellent HE/Excellent JUST/Excellent FIND/Excellent ME/Excellent LIKE/Excellent THAT/Bad,HOW/Good COULD/Good HE/Good JUST/Good FIND/Good ME/Good LIKE/Good THAT/Average,1.5
